"task","model_type","tau","latency_ms","accuracy","avg_depth","avg_retention","bs","device"
"mnli","bert","","9,755157299980056","0,834","","","32","NVIDIA GeForce RTX 2080 Ti"
"mnli","bert","","10,093536400010635","0,834","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","bert","","10,514404199901037","0,834","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","bert","","10,523895700007415","0,834","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","bert","","10,945936000051006","0,834","","","32","NVIDIA GeForce RTX 2080 Ti"
"mnli","bert","","10,986224700049206","0,834","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","bert","","11,066723899937642","0,834","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","bert","","12,530888999914168","0,834","","","32","NVIDIA GeForce RTX 2080 Ti"
"mnli","distilbert","","5,132100500009983","0,803","","","32","NVIDIA GeForce RTX 2080 Ti"
"mnli","distilbert","","5,53183950001403","0,803","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","distilbert","","5,692231900065963","0,803","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","distilbert","","5,8800133999902755","0,803","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","distilbert","","5,926454800042848","0,803","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","distilbert","","5,948016499936784","0,803","","","32","NVIDIA GeForce RTX 2080 Ti"
"mnli","distilbert","","6,6569226000247","0,803","","","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","distilbert","","6,750988499967207","0,803","","","32","NVIDIA GeForce RTX 2080 Ti"
"mnli","eat","0,8","19,8578003000257","0,386","11,92","0,512149677336216","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","eat","0,85","20,320660899975337","0,384","11,984","0,512149677336216","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","eat","0,9","20,35290729998087","0,384","12,0","0,512149677336216","1","NVIDIA GeForce RTX 2080 Ti"
"mnli","eat","0,9","22,816389899999194","0,384","12,0","0,512149677336216","32","NVIDIA GeForce RTX 2080 Ti"
"mnli","eat","0,95","19,501084799994715","0,384","12,0","0,512149677336216","1","NVIDIA GeForce RTX 2080 Ti"
bert,,10.2923,0.8230,,,1,NVIDIA GeForce RTX 2080 Ti
distilbert,,5.3581,0.8040,,,1,NVIDIA GeForce RTX 2080 Ti
eat,0.80,16.9825,0.3460,12.000,0.514,1,NVIDIA GeForce RTX 2080 Ti
eat,0.85,16.0711,0.3290,12.000,0.514,1,NVIDIA GeForce RTX 2080 Ti
eat,0.90,16.7832,0.3260,12.000,0.514,1,NVIDIA GeForce RTX 2080 Ti
eat,0.95,16.7883,0.3270,12.000,0.514,1,NVIDIA GeForce RTX 2080 Ti
bert,,1.7710,0.8206,,,32,NVIDIA GeForce RTX 2080 Ti
distilbert,,0.9336,0.8044,,,32,NVIDIA GeForce RTX 2080 Ti
eat,0.90,2.2522,0.3206,12.000,0.514,32,NVIDIA GeForce RTX 2080 Ti
bert,,10.3780,0.8230,,,1,NVIDIA GeForce RTX 2080 Ti
bert,,10.6368,0.8230,,,1,NVIDIA GeForce RTX 2080 Ti
distilbert,,5.6296,0.8040,,,1,NVIDIA GeForce RTX 2080 Ti
eat,0.80,14.6556,0.7760,9.304,0.514,1,NVIDIA GeForce RTX 2080 Ti
eat,0.85,14.6586,0.7790,9.832,0.514,1,NVIDIA GeForce RTX 2080 Ti
eat,0.90,15.6959,0.7830,10.400,0.514,1,NVIDIA GeForce RTX 2080 Ti
eat,0.95,15.3758,0.7820,11.144,0.514,1,NVIDIA GeForce RTX 2080 Ti
bert,,1.7662,0.8206,,,32,NVIDIA GeForce RTX 2080 Ti
distilbert,,0.8879,0.8044,,,32,NVIDIA GeForce RTX 2080 Ti
eat,0.90,2.1925,0.7782,12.000,0.514,32,NVIDIA GeForce RTX 2080 Ti
